show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s622,tv show,legend of exorcism,shen leping,not given,2021-06-30,1970-01-01 00:00:00.000002020,tv-14,1 season,anime series|crime tv shows|international tv shows
s624,movie,mommy issues,jose javier reyes,not given,2021-06-30,1970-01-01 00:00:00.000002021,tv-ma,90 min,comedies|dramas|international movies
s625,movie,prime time,jakub piątek,not given,2021-06-30,1970-01-01 00:00:00.000002021,tv-ma,92 min,dramas|international movies|thrillers
s627,tv show,sophie: a murder in west cork,john dower,united kingdom,2021-06-30,1970-01-01 00:00:00.000002021,tv-ma,1 season,british tv shows|crime tv shows|docuseries
s630,movie,a way back home,b. t thomas,not given,2021-06-28,1970-01-01 00:00:00.000002020,tv-14,82 min,dramas|international movies
s633,movie,wanted,nibal arakji,not given,2021-06-28,1970-01-01 00:00:00.000002019,tv-14,90 min,comedies|international movies
s631,movie,killing them softly,andrew dominik,united states,2021-06-28,1970-01-01 00:00:00.000002012,r,97 min,dramas
s634,movie,into the wind,sofie šustková,not given,2021-06-26,1970-01-01 00:00:00.000002018,tv-ma,76 min,dramas|independent movies|international movies
s635,movie,wonder boy,anissa bonnefont,france,2021-06-26,1970-01-01 00:00:00.000002019,tv-14,83 min,documentaries|international movies
s636,movie,here comes the rain,bahij hojeij,lebanon,2021-06-25,1970-01-01 00:00:00.000002010,tv-ma,101 min,dramas|international movies
s637,movie,the ice road,jonathan hensleigh,united states,2021-06-25,1970-01-01 00:00:00.000002021,pg-13,109 min,action & adventure
s638,tv show,ray,"srijit mukherji, vasan bala, abhishek chaubey",not given,2021-06-25,1970-01-01 00:00:00.000002021,tv-ma,1 season,international tv shows|tv dramas|tv mysteries
s644,movie,the seventh day,justin p. lange,united states,2021-06-24,1970-01-01 00:00:00.000002021,r,87 min,horror movies
s653,movie,osuofia in london ii,kingsley ogoro,nigeria,2021-06-22,1970-01-01 00:00:00.000002004,tv-14,70 min,comedies|dramas|international movies
s651,movie,o vendedor de sonhos,jayme monjardim,brazil,2021-06-22,1970-01-01 00:00:00.000002016,tv-14,96 min,dramas|international movies
s652,movie,osuofia in london,kingsley ogoro,nigeria,2021-06-22,1970-01-01 00:00:00.000002003,tv-ma,84 min,comedies|dramas|international movies
s647,movie,the house of flowers: the movie,manolo caro,mexico,2021-06-23,1970-01-01 00:00:00.000002021,tv-ma,88 min,comedies|international movies|music & musicals
s655,movie,#selfie,cristina jacob,romania,2021-06-21,1970-01-01 00:00:00.000002014,tv-ma,125 min,comedies|dramas|international movies
s656,movie,#selfie 69,cristina jacob,romania,2021-06-21,1970-01-01 00:00:00.000002016,tv-ma,119 min,comedies|dramas|international movies
s657,movie,love is a story,cristina jacob,romania,2021-06-21,1970-01-01 00:00:00.000002015,tv-ma,105 min,international movies|music & musicals|romantic movies
s645,movie,good on paper,kimmy gatewood,not given,2021-06-23,1970-01-01 00:00:00.000002021,tv-ma,94 min,comedies|romantic movies
s646,movie,murder by the coast,tània balló,not given,2021-06-23,1970-01-01 00:00:00.000002021,tv-14,89 min,documentaries|international movies
s650,movie,broken,anurin nwunembom,not given,2021-06-22,1970-01-01 00:00:00.000002019,tv-14,108 min,dramas|international movies|romantic movies
s665,tv show,cleo & cuquin,fernando moro,spain,2021-06-19,1970-01-01 00:00:00.000002020,tv-y,2 seasons,kids' tv
s677,tv show,riverdale,rob seidenglanz,united states,2021-06-19,1970-01-01 00:00:00.000002019,tv-14,4 seasons,crime tv shows|tv dramas|tv mysteries
s667,tv show,gameboys level-up edition,ivan andrew payawal,not given,2021-06-19,1970-01-01 00:00:00.000002020,tv-14,1 season,international tv shows|romantic tv shows|tv comedies
s673,movie,mobile suit gundam: char's counterattack,yoshiyuki tomino,not given,2021-06-19,1970-01-01 00:00:00.000001988,tv-14,120 min,action & adventure|anime features|international movies
s671,movie,mobile suit gundam ii: soldiers of sorrow,"yoshiyuki tomino, yoshikazu yasuhiko",not given,2021-06-19,1970-01-01 00:00:00.000001981,tv-14,133 min,action & adventure|anime features|international movies
s672,movie,mobile suit gundam iii: encounters in space,"yoshiyuki tomino, yoshikazu yasuhiko",not given,2021-06-19,1970-01-01 00:00:00.000001982,tv-ma,140 min,action & adventure|anime features|international movies
s682,tv show,they've gotta have us,simon frederick,united kingdom,2021-06-19,1970-01-01 00:00:00.000002018,tv-ma,1 season,british tv shows|docuseries
s688,movie,jagame thandhiram,karthik subbaraj,india,2021-06-18,1970-01-01 00:00:00.000002021,tv-ma,159 min,action & adventure|dramas|international movies
s686,movie,fatherhood,paul weitz,united states,2021-06-18,1970-01-01 00:00:00.000002021,pg-13,111 min,dramas
s689,movie,kambili: the whole 30 yards,kayode kasum,nigeria,2021-06-18,1970-01-01 00:00:00.000002020,tv-14,119 min,comedies|international movies|romantic movies
s693,tv show,the rational life,hsu fu-chun,taiwan,2021-06-18,1970-01-01 00:00:00.000002021,tv-14,1 season,international tv shows|romantic tv shows|tv dramas
s695,movie,aziza,soudade kaadan,lebanon,2021-06-17,1970-01-01 00:00:00.000002019,tv-pg,13 min,comedies|dramas|independent movies
s694,movie,ali & ratu ratu queens,lucky kuswandi,indonesia,2021-06-17,1970-01-01 00:00:00.000002021,tv-14,101 min,comedies|dramas|international movies
s696,movie,besieged bread,soudade kaadan,syria,2021-06-17,1970-01-01 00:00:00.000002015,tv-14,12 min,dramas|international movies
s699,movie,fan girl,antoinette jadaone,philippines,2021-06-17,1970-01-01 00:00:00.000002020,tv-ma,101 min,dramas|independent movies|international movies
s763,movie,sweet & sour,lee kae-byeok,south korea,2021-06-04,1970-01-01 00:00:00.000002021,tv-14,103 min,comedies|international movies|romantic movies
s684,movie,a family,michihito fujii,not given,2021-06-18,1970-01-01 00:00:00.000002021,tv-ma,135 min,dramas|international movies
s690,movie,mobile suit gundam i,"yoshiyuki tomino, yoshikazu yasuhiko",not given,2021-06-18,1970-01-01 00:00:00.000001981,tv-14,139 min,action & adventure|anime features|classic movies
s691,movie,rurouni kenshin: the final,keishi otomo,not given,2021-06-18,1970-01-01 00:00:00.000002021,tv-14,137 min,action & adventure|international movies
s705,movie,a man for the week end,achille brice,not given,2021-06-16,1970-01-01 00:00:00.000002018,tv-14,95 min,comedies|dramas|international movies
s702,movie,red snow,marie clements,canada,2021-06-17,1970-01-01 00:00:00.000002019,tv-ma,96 min,dramas
s703,movie,silver linings playbook,david o. russell,united states,2021-06-17,1970-01-01 00:00:00.000002012,r,122 min,comedies|dramas|independent movies
s708,tv show,let's eat,sarawut wichiensarn,not given,2021-06-16,1970-01-01 00:00:00.000002021,tv-14,1 season,international tv shows|romantic tv shows|tv comedies
s706,movie,biking borders,max jabs,germany,2021-06-16,1970-01-01 00:00:00.000002019,tv-14,89 min,documentaries|international movies|sports movies
s713,movie,silver skates,michael lockshin,not given,2021-06-16,1970-01-01 00:00:00.000002020,tv-ma,138 min,action & adventure|dramas|international movies
s709,movie,lowriders,ricardo de montreuil,united states,2021-06-16,1970-01-01 00:00:00.000002016,pg-13,98 min,dramas|independent movies
s712,movie,security,peter chelsom,italy,2021-06-16,1970-01-01 00:00:00.000002021,tv-ma,119 min,dramas|international movies|thrillers
s717,movie,fta,francine parker,united states,2021-06-15,1970-01-01 00:00:00.000001972,tv-ma,104 min,documentaries
s719,movie,life of crime,daniel schechter,united states,2021-06-15,1970-01-01 00:00:00.000002013,r,101 min,comedies|independent movies
s782,movie,black holes | the edge of all we know,peter galison,not given,2021-06-02,1970-01-01 00:00:00.000002021,tv-14,99 min,documentaries
s722,movie,rogue warfare: death of a nation,mike gunther,united states,2021-06-15,1970-01-01 00:00:00.000002020,r,99 min,action & adventure
s723,movie,sir! no sir!,david zeiger,united states,2021-06-15,1970-01-01 00:00:00.000002005,tv-ma,84 min,documentaries
s724,tv show,the american bible challenge,michael simon,united states,2021-06-15,1970-01-01 00:00:00.000002014,tv-g,1 season,reality tv
s725,movie,the reason i jump,jerry rothwell,united states,2021-06-15,1970-01-01 00:00:00.000002021,tv-14,82 min,documentaries
s727,tv show,metallica: some kind of monster,"joe berlinger, bruce sinofsky",united states,2021-06-13,1970-01-01 00:00:00.000002014,tv-ma,1 season,tv shows
s728,movie,picture a scientist,"ian cheney, sharon shattuck",united states,2021-06-13,1970-01-01 00:00:00.000002020,tv-ma,97 min,documentaries
s729,movie,the devil below,bradley parker,united states,2021-06-13,1970-01-01 00:00:00.000002021,tv-ma,89 min,horror movies
s736,movie,sarbath,prabhakaran,india,2021-06-11,1970-01-01 00:00:00.000002021,tv-pg,113 min,comedies|dramas|international movies
s737,movie,skater girl,manjari makijany,united states,2021-06-11,1970-01-01 00:00:00.000002021,pg,110 min,children & family movies|dramas|international movies
s738,tv show,trese,jay oliva,philippines,2021-06-11,1970-01-01 00:00:00.000002021,tv-ma,1 season,anime series|crime tv shows|tv horror
s740,movie,wish dragon,chris appelhans,china,2021-06-11,1970-01-01 00:00:00.000002021,pg,102 min,children & family movies|comedies
s720,tv show,power rangers dino fury,not given,united states,2021-06-15,1970-01-01 00:00:00.000002021,tv-g,1 season,kids' tv
s741,movie,a haunted house 2,michael tiddes,united states,2021-06-10,1970-01-01 00:00:00.000002014,r,86 min,comedies|horror movies
s742,movie,blind intersections,lara saba,lebanon,2021-06-10,1970-01-01 00:00:00.000002012,tv-ma,91 min,dramas|international movies
s743,movie,camellia sisters,"bao nhan, namcito",vietnam,2021-06-10,1970-01-01 00:00:00.000002021,tv-ma,117 min,dramas|international movies
s744,movie,copenhagen,mark raso,canada,2021-06-10,1970-01-01 00:00:00.000002014,tv-ma,99 min,dramas|independent movies|romantic movies
s760,movie,fireplace 4k: classic crackling fireplace from fireplace for your home,george ford,not given,2021-06-04,1970-01-01 00:00:00.000002015,tv-g,60 min,movies
s746,movie,until midnight,tariq alkazim,united arab emirates,2021-06-10,1970-01-01 00:00:00.000002019,tv-14,77 min,international movies|thrillers
s747,movie,awake,mark raso,united states,2021-06-09,1970-01-01 00:00:00.000002021,tv-ma,97 min,dramas|thrillers
s748,movie,confusion na wa,kenneth gyang,nigeria,2021-06-09,1970-01-01 00:00:00.000002013,tv-ma,106 min,comedies|dramas|international movies
s751,movie,tragic jungle,yulene olaizola,mexico,2021-06-09,1970-01-01 00:00:00.000002021,tv-ma,97 min,dramas|independent movies|international movies
s753,movie,vampire academy,mark waters,united states,2021-06-07,1970-01-01 00:00:00.000002014,pg-13,104 min,action & adventure|comedies|sci-fi & fantasy
s755,movie,a private war,matthew heineman,united kingdom,2021-06-05,1970-01-01 00:00:00.000002018,r,110 min,dramas|independent movies
s757,movie,small chops,robert peters,nigeria,2021-06-05,1970-01-01 00:00:00.000002020,tv-ma,98 min,dramas|international movies|romantic movies
s758,movie,breaking boundaries: the science of our planet,jonathan clay,united states,2021-06-04,1970-01-01 00:00:00.000002021,tv-pg,74 min,documentaries
s759,tv show,feel good,ally pankiw,united kingdom,2021-06-04,1970-01-01 00:00:00.000002021,tv-ma,2 seasons,romantic tv shows|tv comedies|tv dramas
s772,tv show,pretty guardian sailor moon eternal the movie,chiaki kon,not given,2021-06-03,1970-01-01 00:00:00.000002021,tv-14,1 season,tv shows
s765,movie,trippin' with the kandasamys,jayan moodley,south africa,2021-06-04,1970-01-01 00:00:00.000002021,tv-14,94 min,comedies|international movies|romantic movies
s766,movie,xtreme,daniel benmayor,spain,2021-06-04,1970-01-01 00:00:00.000002021,tv-ma,112 min,action & adventure|international movies
s767,movie,alan saldaña: locked up,alex díaz,mexico,2021-06-03,1970-01-01 00:00:00.000002021,tv-ma,49 min,stand-up comedy
s769,movie,dancing queens,helena bergström,sweden,2021-06-03,1970-01-01 00:00:00.000002021,tv-ma,111 min,comedies|dramas|international movies
s770,movie,from stress to happiness,"alejandro de grazia, juan stadler",argentina,2021-06-03,1970-01-01 00:00:00.000002020,tv-g,58 min,documentaries|international movies
s771,movie,myriam fares: the journey,myriam fares,united arab emirates,2021-06-03,1970-01-01 00:00:00.000002021,tv-14,72 min,documentaries|international movies|music & musicals
s774,movie,the girl and the gun,rae red,philippines,2021-06-03,1970-01-01 00:00:00.000002019,tv-ma,78 min,dramas|international movies|thrillers
s775,movie,2 hearts,lance hool,united states,2021-06-02,1970-01-01 00:00:00.000002020,pg-13,101 min,dramas|faith & spirituality|romantic movies
s776,movie,a perfect ending,nicole conn,united states,2021-06-02,1970-01-01 00:00:00.000002012,tv-ma,110 min,dramas|independent movies|lgbtq movies
s777,movie,american outlaws,les mayfield,united states,2021-06-02,1970-01-01 00:00:00.000002001,pg-13,94 min,action & adventure
s778,movie,and then came lola,"ellen seidler, megan siler",united states,2021-06-02,1970-01-01 00:00:00.000002009,tv-ma,70 min,comedies|independent movies|lgbtq movies
s780,movie,battlefield earth,roger christian,united states,2021-06-02,1970-01-01 00:00:00.000002000,pg-13,118 min,action & adventure|cult movies|sci-fi & fantasy
s783,movie,bliss,lance young,canada,2021-06-02,1970-01-01 00:00:00.000001997,r,103 min,dramas|romantic movies
s784,movie,carnaval,leandro neri,brazil,2021-06-02,1970-01-01 00:00:00.000002021,tv-ma,95 min,comedies|international movies|music & musicals
s785,movie,cloudburst,thom fitzgerald,united states,2021-06-02,1970-01-01 00:00:00.000002011,tv-ma,93 min,comedies|dramas|independent movies
s787,movie,company of heroes,don michael paul,united states,2021-06-02,1970-01-01 00:00:00.000002013,r,101 min,action & adventure|dramas
s788,movie,cradle 2 the grave,andrzej bartkowiak,united states,2021-06-02,1970-01-01 00:00:00.000002003,r,101 min,action & adventure
s789,movie,domestic disturbance,harold becker,united states,2021-06-02,1970-01-01 00:00:00.000002001,pg-13,89 min,thrillers
s791,movie,dream/killer,andrew jenks,united states,2021-06-02,1970-01-01 00:00:00.000002015,tv-ma,109 min,documentaries
s792,movie,felon,ric roman waugh,united states,2021-06-02,1970-01-01 00:00:00.000002008,r,104 min,action & adventure|dramas
s793,movie,flipped,rob reiner,united states,2021-06-02,1970-01-01 00:00:00.000002010,pg,90 min,comedies|dramas|romantic movies
s794,movie,fools rush in,andy tennant,united states,2021-06-02,1970-01-01 00:00:00.000001997,pg-13,109 min,comedies|romantic movies
s795,movie,gold statue,tade ogidan,nigeria,2021-06-02,1970-01-01 00:00:00.000002019,tv-14,145 min,comedies|dramas|international movies
s797,movie,hostel: part iii,scott spiegel,united states,2021-06-02,1970-01-01 00:00:00.000002011,r,88 min,cult movies|horror movies
s798,movie,i am sam,jessie nelson,united states,2021-06-02,1970-01-01 00:00:00.000002001,pg-13,132 min,dramas
s799,movie,love jones,theodore witcher,united states,2021-06-02,1970-01-01 00:00:00.000001997,r,109 min,comedies|dramas|independent movies
s800,movie,million dollar baby,clint eastwood,united states,2021-06-02,1970-01-01 00:00:00.000002004,pg-13,133 min,dramas|sports movies
s801,movie,mosquita y mari,aurora guerrero,united states,2021-06-02,1970-01-01 00:00:00.000002012,tv-14,85 min,dramas|independent movies|lgbtq movies
s802,movie,never back down 2: the beatdown,michael jai white,united states,2021-06-02,1970-01-01 00:00:00.000002011,r,104 min,action & adventure|dramas|sports movies
s803,movie,ninja assassin,james mcteigue,germany,2021-06-02,1970-01-01 00:00:00.000002009,r,99 min,action & adventure
s804,tv show,ouran high school host club,takuya igarashi,japan,2021-06-02,1970-01-01 00:00:00.000002006,tv-pg,1 season,anime series|romantic tv shows|teen tv shows
s805,movie,population 436,michelle maclaren,canada,2021-06-02,1970-01-01 00:00:00.000002006,r,93 min,horror movies|thrillers
s816,movie,the girl king,mika kaurismäki,not given,2021-06-02,1970-01-01 00:00:00.000002015,tv-ma,106 min,dramas|international movies|lgbtq movies
s809,movie,sniper: legacy,don michael paul,united states,2021-06-02,1970-01-01 00:00:00.000002014,r,98 min,action & adventure
s810,movie,starsky & hutch,todd phillips,united states,2021-06-02,1970-01-01 00:00:00.000002004,pg-13,101 min,action & adventure|comedies
s811,movie,streets of fire,walter hill,united states,2021-06-02,1970-01-01 00:00:00.000001984,pg,94 min,action & adventure|classic movies|cult movies
s813,movie,swordfish,dominic sena,united states,2021-06-02,1970-01-01 00:00:00.000002001,r,99 min,action & adventure
s807,movie,seven souls in the skull castle: season moon jogen,hidenori inoue,not given,2021-06-02,1970-01-01 00:00:00.000002017,tv-14,204 min,action & adventure|dramas|international movies
s815,movie,the four seasons,alan alda,united states,2021-06-02,1970-01-01 00:00:00.000001981,pg,108 min,comedies|romantic movies
s817,movie,the interpreter,sydney pollack,united kingdom,2021-06-02,1970-01-01 00:00:00.000002005,pg-13,128 min,thrillers
s818,movie,the meddler,lorene scafaria,united states,2021-06-02,1970-01-01 00:00:00.000002015,pg-13,104 min,comedies|dramas|independent movies
s812,movie,super monsters: once upon a rhyme,steve ball,united states,2021-06-02,1970-01-01 00:00:00.000002021,tv-y,25 min,children & family movies
s808,movie,seven souls in the skull castle: season moon kagen,hidenori inoue,not given,2021-06-02,1970-01-01 00:00:00.000002017,tv-pg,212 min,action & adventure|dramas|international movies
s819,movie,the mirror has two faces,barbra streisand,united states,2021-06-02,1970-01-01 00:00:00.000001996,pg-13,127 min,comedies|dramas|romantic movies
s820,movie,the outlaw josey wales,clint eastwood,united states,2021-06-02,1970-01-01 00:00:00.000001976,pg,136 min,action & adventure|classic movies
s828,movie,one lagos night,ekene som mekwunye,nigeria,2021-05-29,1970-01-01 00:00:00.000002021,tv-14,103 min,comedies|international movies
s822,movie,the wedding guest,michael winterbottom,united kingdom,2021-06-02,1970-01-01 00:00:00.000002018,r,97 min,dramas|romantic movies|thrillers
s823,movie,the wind,emma tammi,united states,2021-06-02,1970-01-01 00:00:00.000002019,r,88 min,horror movies
s824,movie,then came you,peter hutchings,united states,2021-06-02,1970-01-01 00:00:00.000002019,tv-ma,97 min,comedies|dramas|independent movies
s825,movie,welcome home,george ratliff,united states,2021-06-02,1970-01-01 00:00:00.000002018,r,97 min,thrillers
s830,movie,dog gone trouble,kevin johnson,not given,2021-05-28,1970-01-01 00:00:00.000002021,tv-y7,88 min,children & family movies|comedies
s827,movie,bo burnham: inside,bo burnham,united states,2021-05-30,1970-01-01 00:00:00.000002021,tv-ma,88 min,stand-up comedy
s829,movie,collateral beauty,david frankel,united states,2021-05-28,1970-01-01 00:00:00.000002016,pg-13,97 min,dramas
s832,tv show,the least expected day: inside the movistar team 2019,"josé larraza, marc pons",not given,2021-05-28,1970-01-01 00:00:00.000002021,tv-ma,2 seasons,docuseries|international tv shows|spanish-language tv shows
s833,tv show,word of honor,gary sing,not given,2021-05-28,1970-01-01 00:00:00.000002021,tv-14,1 season,international tv shows|tv action & adventure|tv dramas
s835,movie,blue miracle,julio quintana,united states,2021-05-27,1970-01-01 00:00:00.000002021,tv-pg,97 min,children & family movies|dramas|faith & spirituality
s837,movie,ghost lab,paween purijitpanya,thailand,2021-05-27,1970-01-01 00:00:00.000002021,tv-ma,118 min,horror movies|international movies|thrillers
s846,movie,a place in the stars,steve gukas,nigeria,2021-05-25,1970-01-01 00:00:00.000002014,tv-14,110 min,dramas|international movies|thrillers
s839,movie,soy rada: serendipity,pablo faro,argentina,2021-05-27,1970-01-01 00:00:00.000002021,tv-ma,70 min,stand-up comedy
s840,movie,the day i lost my shadow,soudade kaadan,syria,2021-05-27,1970-01-01 00:00:00.000002018,tv-ma,91 min,dramas|independent movies|international movies
s841,movie,baggio: the divine ponytail,letizia lamartire,italy,2021-05-26,1970-01-01 00:00:00.000002021,tv-ma,92 min,dramas|international movies|sports movies
s842,movie,gatao - the last stray,ray jiang,not given,2021-05-26,1970-01-01 00:00:00.000002021,tv-ma,120 min,action & adventure|dramas|international movies
s845,movie,nail bomber: manhunt,daniel vernon,not given,2021-05-26,1970-01-01 00:00:00.000002021,tv-ma,73 min,documentaries|international movies
s847,movie,home,tim johnson,united states,2021-05-25,1970-01-01 00:00:00.000002015,pg,94 min,children & family movies|comedies|sci-fi & fantasy
s851,movie,99 songs,vishwesh krishnamoorthy,india,2021-05-21,1970-01-01 00:00:00.000002021,tv-14,131 min,dramas|international movies|music & musicals
s854,movie,army of the dead,zack snyder,united states,2021-05-21,1970-01-01 00:00:00.000002021,r,148 min,action & adventure|horror movies
s896,movie,oxygen,alexandre aja,france,2021-05-12,1970-01-01 00:00:00.000002021,tv-14,102 min,dramas|international movies|thrillers
s859,movie,678,mohamed diab,egypt,2021-05-20,1970-01-01 00:00:00.000002009,tv-14,99 min,dramas|independent movies|international movies
s860,movie,asmaa,amr salama,egypt,2021-05-20,1970-01-01 00:00:00.000002011,tv-14,92 min,dramas|international movies
s861,movie,hating peter tatchell,christopher amos,australia,2021-05-20,1970-01-01 00:00:00.000002020,tv-ma,91 min,documentaries|international movies|lgbtq movies
s864,movie,spy kids: all the time in the world,robert rodriguez,united states,2021-05-20,1970-01-01 00:00:00.000002011,pg,88 min,children & family movies|comedies
s866,movie,sabotage,david ayer,united states,2021-05-19,1970-01-01 00:00:00.000002014,r,109 min,action & adventure|dramas
s867,movie,small town crime,"eshom nelms, ian nelms",united states,2021-05-19,1970-01-01 00:00:00.000002017,r,92 min,thrillers
s868,movie,the last days,james moll,united states,2021-05-19,1970-01-01 00:00:00.000001998,pg-13,87 min,documentaries
s865,movie,taxi no. 9211,milan luthria,india,2021-05-20,1970-01-01 00:00:00.000002006,tv-14,116 min,dramas|international movies|thrillers
s876,movie,love or money,mae czarina cruz,philippines,2021-05-15,1970-01-01 00:00:00.000002020,tv-ma,116 min,dramas|international movies|romantic movies
s871,movie,amy tan: unintended memoir,james redford,united states,2021-05-18,1970-01-01 00:00:00.000002021,tv-14,101 min,documentaries
s872,movie,sardar ka grandson,kaashvie nair,india,2021-05-18,1970-01-01 00:00:00.000002021,tv-14,140 min,comedies|dramas|international movies
s873,movie,sleight,j.d. dillard,united states,2021-05-16,1970-01-01 00:00:00.000002016,r,89 min,dramas|independent movies|sci-fi & fantasy
s874,movie,ahaan,nikhil pherwani,india,2021-05-15,1970-01-01 00:00:00.000002021,tv-ma,81 min,dramas|independent movies|international movies
s857,movie,strain,uduak-obong patrick,not given,2021-05-21,1970-01-01 00:00:00.000002020,tv-ma,107 min,dramas|international movies
s862,movie,little singham future mein satakli,prakash satam,not given,2021-05-20,1970-01-01 00:00:00.000002021,tv-y7,47 min,children & family movies|comedies
s878,movie,cinema bandi,praveen kandregula,india,2021-05-14,1970-01-01 00:00:00.000002021,tv-ma,99 min,comedies|independent movies|international movies
s879,movie,ferry,cecilia verheyden,belgium,2021-05-14,1970-01-01 00:00:00.000002021,tv-ma,107 min,dramas|international movies|thrillers
s880,tv show,halston,daniel minahan,united states,2021-05-14,1970-01-01 00:00:00.000002021,tv-ma,1 season,tv dramas
s887,tv show,the mystic river,uzodinma okpechi,not given,2021-05-14,1970-01-01 00:00:00.000002020,tv-14,1 season,international tv shows|tv horror|tv sci-fi & fantasy
s882,movie,i am all girls,donovan marsh,south africa,2021-05-14,1970-01-01 00:00:00.000002021,tv-ma,107 min,dramas|international movies|thrillers
s883,movie,jungle beat: the movie,brent dawes,mauritius,2021-05-14,1970-01-01 00:00:00.000002021,tv-y7,90 min,children & family movies|comedies
s894,movie,wave of cinema: filosofi kopi,adriano rudiman,not given,2021-05-13,1970-01-01 00:00:00.000002020,tv-14,64 min,documentaries|international movies|music & musicals
s886,movie,table manners,leli maki,canada,2021-05-14,1970-01-01 00:00:00.000002018,tv-ma,104 min,comedies|dramas|international movies
s888,movie,the strange house,daniel prochaska,austria,2021-05-14,1970-01-01 00:00:00.000002020,tv-ma,100 min,horror movies|international movies|thrillers
s890,movie,the woman in the window,joe wright,united states,2021-05-14,1970-01-01 00:00:00.000002021,r,102 min,dramas|thrillers
s892,movie,layer cake,matthew vaughn,united kingdom,2021-05-13,1970-01-01 00:00:00.000002004,r,105 min,independent movies|international movies|thrillers
s893,movie,tottaa pataaka item maal,aditya kripalani,india,2021-05-13,1970-01-01 00:00:00.000002018,tv-ma,107 min,dramas|independent movies|international movies
s895,movie,dance of the forty one,david pablos,mexico,2021-05-12,1970-01-01 00:00:00.000002021,tv-ma,99 min,dramas|independent movies|international movies
s898,tv show,use for my talent,cai cong,not given,2021-05-12,1970-01-01 00:00:00.000002021,tv-14,1 season,international tv shows|romantic tv shows|tv comedies
s900,movie,illegal woman,ramon térmens,spain,2021-05-11,1970-01-01 00:00:00.000002020,tv-ma,119 min,dramas|international movies
s899,movie,dear affy,samuel olatunji,not given,2021-05-11,1970-01-01 00:00:00.000002020,tv-14,126 min,comedies|dramas|international movies
s902,movie,deadly switch,svetlana cvetko,united states,2021-05-10,1970-01-01 00:00:00.000002019,tv-pg,86 min,independent movies|thrillers
s904,movie,nayattu,martin prakkat,india,2021-05-09,1970-01-01 00:00:00.000002021,tv-ma,122 min,dramas|international movies|thrillers
s905,movie,sleepless,baran bo odar,united states,2021-05-08,1970-01-01 00:00:00.000002017,r,95 min,action & adventure
s906,movie,super me,zhang chong,china,2021-05-08,1970-01-01 00:00:00.000002021,tv-14,104 min,action & adventure|dramas|international movies
s907,movie,have you ever seen fireflies? - theatre play,yılmaz erdoğan,turkey,2021-05-07,1970-01-01 00:00:00.000001999,tv-ma,118 min,dramas|international movies
s908,movie,in our mothers' gardens,shantrelle p. lewis,united states,2021-05-07,1970-01-01 00:00:00.000002020,tv-ma,85 min,documentaries
s910,movie,milestone,ivan ayr,india,2021-05-07,1970-01-01 00:00:00.000002021,tv-14,98 min,dramas|independent movies|international movies
s911,movie,monster,anthony mandler,united states,2021-05-07,1970-01-01 00:00:00.000002021,tv-ma,99 min,dramas
s912,tv show,sab jholmaal hai,vijay roche,india,2021-05-07,1970-01-01 00:00:00.000002017,tv-y7,2 seasons,kids' tv|tv comedies
s914,movie,time to dance,stanley menino d'costa,india,2021-05-07,1970-01-01 00:00:00.000002020,tv-pg,107 min,dramas|international movies|romantic movies
s915,movie,unrest,jennifer brea,united kingdom,2021-05-07,1970-01-01 00:00:00.000002017,tv-ma,97 min,documentaries
s916,movie,and tomorrow the entire world,julia von heinz,germany,2021-05-06,1970-01-01 00:00:00.000002020,tv-ma,112 min,dramas|international movies|thrillers
s901,tv show,"money, explained",not given,united states,2021-05-11,1970-01-01 00:00:00.000002021,tv-14,1 season,docuseries
s917,movie,dead man down,niels arden oplev,united states,2021-05-06,1970-01-01 00:00:00.000002013,r,118 min,action & adventure
s918,movie,framing john delorean,"don argott, sheena m. joyce",united states,2021-05-05,1970-01-01 00:00:00.000002019,tv-ma,109 min,documentaries|dramas
s930,movie,dead again in tombstone,roel reiné,not given,2021-05-01,1970-01-01 00:00:00.000002017,r,99 min,action & adventure|horror movies
s920,tv show,the sons of sam: a descent into darkness,joshua zeman,united states,2021-05-05,1970-01-01 00:00:00.000002021,tv-ma,1 season,crime tv shows|docuseries
s923,movie,the clovehitch killer,duncan skiles,united states,2021-05-04,1970-01-01 00:00:00.000002018,tv-ma,109 min,dramas|independent movies|thrillers
s925,movie,aliens stole my body,sean mcnamara,united states,2021-05-01,1970-01-01 00:00:00.000002020,pg,88 min,children & family movies|comedies
s927,movie,au coeur des gangs,vondie curtis-hall,united states,2021-05-01,1970-01-01 00:00:00.000002006,r,97 min,action & adventure|dramas
s929,movie,best of the best,robert radler,united states,2021-05-01,1970-01-01 00:00:00.000001989,pg-13,97 min,action & adventure|sports movies
s931,movie,due date,todd phillips,united states,2021-05-01,1970-01-01 00:00:00.000002010,r,95 min,action & adventure|comedies
s932,movie,fun with dick & jane,dean parisot,united states,2021-05-01,1970-01-01 00:00:00.000002005,pg-13,91 min,comedies
s933,movie,green zone,paul greengrass,united kingdom,2021-05-01,1970-01-01 00:00:00.000002010,r,115 min,action & adventure
s934,movie,hachi: a dog's tale,lasse hallström,united kingdom,2021-05-01,1970-01-01 00:00:00.000002009,g,93 min,children & family movies|dramas
s935,movie,jt leroy,justin kelly,united kingdom,2021-05-01,1970-01-01 00:00:00.000002018,r,109 min,dramas|independent movies
